user_id,movie_id,rank,recommendation_score,title,release_date,imdb_url
3,300,11,1.2327661514282227,Air Force One (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Air+Force+One+(1997)
3,288,12,1.1702725887298584,Scream (1996),20-Dec-1996,http://us.imdb.com/M/title-exact?Scream%20(1996)
3,347,13,1.1112946271896362,Wag the Dog (1997),09-Jan-1998,http://us.imdb.com/M/title-exact?imdb-title-120885
3,305,14,1.0969455242156982,"Ice Storm, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Ice+Storm%2C+The+(1997)
3,316,15,1.0815268754959106,As Good As It Gets (1997),23-Dec-1997,http://us.imdb.com/Title?As+Good+As+It+Gets+(1997)
3,690,16,1.074203372001648,Seven Years in Tibet (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Seven+Years+in+Tibet+(1997)
3,750,17,1.0725607872009277,Amistad (1997),18-Dec-1997,http://us.imdb.com/M/title-exact?imdb-title-118607
3,303,18,1.0182545185089111,Ulee's Gold (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997)
3,127,19,0.9922629594802856,"Godfather, The (1972)",01-Jan-1972,"http://us.imdb.com/M/title-exact?Godfather,%20The%20(1972)"
3,326,20,0.9780388474464417,G.I. Jane (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?G%2EI%2E+Jane+(1997)
4,313,1,2.2441816329956055,Titanic (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-120338
4,272,2,1.774455189704895,Good Will Hunting (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-119217
4,315,3,1.6165953874588013,Apt Pupil (1998),23-Oct-1998,http://us.imdb.com/Title?Apt+Pupil+(1998)
4,307,4,1.6156327724456787,"Devil's Advocate, The (1997)",01-Jan-1997,"http://us.imdb.com/M/title-exact?Devil's+Advocate,+The+(1997)"
4,302,5,1.5889170169830322,L.A. Confidential (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?L%2EA%2E+Confidential+(1997)
4,333,6,1.5146669149398804,"Game, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Game%2C+The+(1997)
4,316,7,1.4328659772872925,As Good As It Gets (1997),23-Dec-1997,http://us.imdb.com/Title?As+Good+As+It+Gets+(1997)
4,340,8,1.399172067642212,Boogie Nights (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Boogie+Nights+(1997)
4,347,9,1.2606232166290283,Wag the Dog (1997),09-Jan-1998,http://us.imdb.com/M/title-exact?imdb-title-120885
4,269,10,1.2416890859603882,"Full Monty, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997)
4,750,11,1.2311300039291382,Amistad (1997),18-Dec-1997,http://us.imdb.com/M/title-exact?imdb-title-118607
4,268,12,1.214907169342041,Chasing Amy (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Chasing+Amy+(1997)
4,286,13,1.1839299201965332,"English Patient, The (1996)",15-Nov-1996,"http://us.imdb.com/M/title-exact?English%20Patient,%20The%20(1996)"
4,332,14,1.083006739616394,Kiss the Girls (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Kiss+the+Girls+(1997)
4,690,15,1.0669090747833252,Seven Years in Tibet (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Seven+Years+in+Tibet+(1997)
4,326,16,1.0635533332824707,G.I. Jane (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?G%2EI%2E+Jane+(1997)
4,310,17,0.9917338490486145,"Rainmaker, The (1997)",01-Jan-1997,"http://us.imdb.com/M/title-exact?Rainmaker,+The+(1997)"
4,346,18,0.9732629060745239,Jackie Brown (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-119396
4,331,19,0.9731413722038269,"Edge, The (1997)",26-Sep-1997,http://us.imdb.com/M/title-exact?Edge%2C+The+(1997/I)
4,328,20,0.9616965651512146,Conspiracy Theory (1997),08-Aug-1997,http://us.imdb.com/M/title-exact?Conspiracy+Theory+(1997)
5,50,1,1.2935059070587158,Star Wars (1977),01-Jan-1977,http://us.imdb.com/M/title-exact?Star%20Wars%20(1977)
5,168,2,1.2927577495574951,Monty Python and the Holy Grail (1974),01-Jan-1974,http://us.imdb.com/M/title-exact?Monty%20Python%20and%20the%20Holy%20Grail%20(1974)
5,195,3,0.803608238697052,"Terminator, The (1984)",01-Jan-1984,"http://us.imdb.com/M/title-exact?Terminator,%20The%20(1984)"
5,96,4,0.720461368560791,Terminator 2: Judgment Day (1991),01-Jan-1991,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991)
5,210,5,0.6766995191574097,Indiana Jones and the Last Crusade (1989),01-Jan-1989,http://us.imdb.com/M/title-exact?Indiana%20Jones%20and%20the%20Last%20Crusade%20(1989)
5,151,6,0.6748722791671753,Willy Wonka and the Chocolate Factory (1971),01-Jan-1971,http://us.imdb.com/M/title-exact?Willy%20Wonka%20and%20the%20Chocolate%20Factory%20(1971)
5,22,7,0.6323862671852112,Braveheart (1995),16-Feb-1996,http://us.imdb.com/M/title-exact?Braveheart%20(1995)
5,68,8,0.6206375956535339,"Crow, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)"
5,175,9,0.6004624366760254,Brazil (1985),01-Jan-1985,http://us.imdb.com/M/title-exact?Brazil%20(1985)
5,98,10,0.5898813605308533,"Silence of the Lambs, The (1991)",01-Jan-1991,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)"
5,7,11,0.5155942440032959,Twelve Monkeys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Twelve%20Monkeys%20(1995)
5,56,12,0.49001720547676086,Pulp Fiction (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994)
5,176,13,0.4695013463497162,Aliens (1986),01-Jan-1986,http://us.imdb.com/M/title-exact?Aliens%20(1986)
5,209,14,0.357443243265152,This Is Spinal Tap (1984),01-Jan-1984,http://us.imdb.com/M/title-exact?This%20Is%20Spinal%20Tap%20(1984)
5,250,15,0.23246371746063232,"Fifth Element, The (1997)",09-May-1997,http://us.imdb.com/M/title-exact?Fifth%20Element%2C%20The%20%281997%29
5,202,16,0.18479321897029877,Groundhog Day (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Groundhog%20Day%20(1993)
5,91,17,0.17002098262310028,"Nightmare Before Christmas, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)"
5,238,18,0.16296303272247314,Raising Arizona (1987),01-Jan-1987,http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987)
5,79,19,0.15746808052062988,"Fugitive, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)"
5,432,20,0.13677974045276642,Fantasia (1940),01-Jan-1940,http://us.imdb.com/M/title-exact?Fantasia%20(1940)
6,603,1,0.2573517858982086,Rear Window (1954),01-Jan-1954,http://us.imdb.com/M/title-exact?Rear%20Window%20(1954)
6,197,2,0.2531662881374359,"Graduate, The (1967)",01-Jan-1967,"http://us.imdb.com/M/title-exact?Graduate,%20The%20(1967)"
6,514,3,0.16511963307857513,Annie Hall (1977),01-Jan-1977,http://us.imdb.com/M/title-exact?Annie%20Hall%20(1977)
6,357,4,0.12969471514225006,One Flew Over the Cuckoo's Nest (1975),01-Jan-1975,http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975)
6,483,5,0.09787196666002274,Casablanca (1942),01-Jan-1942,http://us.imdb.com/M/title-exact?Casablanca%20(1942)
6,654,6,0.0047942642122507095,Chinatown (1974),01-Jan-1974,http://us.imdb.com/M/title-exact?Chinatown%20(1974)
6,511,7,-0.017080916091799736,Lawrence of Arabia (1962),01-Jan-1962,http://us.imdb.com/M/title-exact?Lawrence%20of%20Arabia%20(1962)
6,474,8,-0.059206873178482056,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),01-Jan-1963,http://us.imdb.com/M/title-exact?Dr.%20Strangelove%20or:%20How%20I%20Learned%20to%20Stop%20Worrying%20and%20Love%20the%20Bomb%20(1963)
6,285,9,-0.06437128782272339,Secrets & Lies (1996),04-Oct-1996,http://us.imdb.com/M/title-exact?Secrets%20&%20Lies%20(1996)
6,199,10,-0.13480377197265625,"Bridge on the River Kwai, The (1957)",01-Jan-1957,"http://us.imdb.com/M/title-exact?Bridge%20on%20the%20River%20Kwai,%20The%20(1957)"
6,98,11,-0.13638894259929657,"Silence of the Lambs, The (1991)",01-Jan-1991,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)"
6,498,12,-0.14088532328605652,"African Queen, The (1951)",01-Jan-1951,"http://us.imdb.com/M/title-exact?African%20Queen,%20The%20(1951)"
6,192,13,-0.23535725474357605,Raging Bull (1980),01-Jan-1980,http://us.imdb.com/M/title-exact?Raging%20Bull%20(1980)
6,124,14,-0.2412092685699463,Lone Star (1996),21-Jun-1996,http://us.imdb.com/M/title-exact?Lone%20Star%20(1996)
6,657,15,-0.33020007610321045,"Manchurian Candidate, The (1962)",01-Jan-1962,"http://us.imdb.com/M/title-exact?Manchurian%20Candidate,%20The%20(1962)"
6,211,16,-0.38400983810424805,M*A*S*H (1970),01-Jan-1970,http://us.imdb.com/M/title-exact?MASH%20(1970)
6,661,17,-0.40566977858543396,High Noon (1952),01-Jan-1952,http://us.imdb.com/M/title-exact?High%20Noon%20(1952)
6,179,18,-0.4536128044128418,"Clockwork Orange, A (1971)",01-Jan-1971,"http://us.imdb.com/M/title-exact?Clockwork%20Orange,%20A%20(1971)"
6,190,19,-0.4679601788520813,Henry V (1989),01-Jan-1989,http://us.imdb.com/M/title-exact?Henry%20V%20(1989)
6,286,20,-0.500859797000885,"English Patient, The (1996)",15-Nov-1996,"http://us.imdb.com/M/title-exact?English%20Patient,%20The%20(1996)"
7,443,1,-1.224793553352356,"Birds, The (1963)",01-Jan-1963,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)"
7,185,2,-1.5607185363769531,Psycho (1960),01-Jan-1960,http://us.imdb.com/M/title-exact?Psycho%20(1960)
7,265,3,-1.921410083770752,"Hunt for Red October, The (1990)",01-Jan-1990,http://us.imdb.com/M/title-exact?Hunt+for+Red+October%2C+The+(1990)
7,176,4,-1.9271169900894165,Aliens (1986),01-Jan-1986,http://us.imdb.com/M/title-exact?Aliens%20(1986)
7,23,5,-1.9915560483932495,Taxi Driver (1976),16-Feb-1996,http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976)
7,202,6,-2.054009199142456,Groundhog Day (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Groundhog%20Day%20(1993)
7,504,7,-2.0560202598571777,Bonnie and Clyde (1967),01-Jan-1967,http://us.imdb.com/M/title-exact?Bonnie%20and%20Clyde%20(1967)
7,566,8,-2.1317265033721924,Clear and Present Danger (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Clear%20and%20Present%20Danger%20(1994)
7,82,9,-2.1783323287963867,Jurassic Park (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993)
7,208,10,-2.1844828128814697,Young Frankenstein (1974),01-Jan-1974,http://us.imdb.com/M/title-exact?Young%20Frankenstein%20(1974)
7,133,11,-2.1936194896698,Gone with the Wind (1939),01-Jan-1939,http://us.imdb.com/M/title-exact?Gone%20with%20the%20Wind%20(1939)
7,58,12,-2.2160255908966064,Quiz Show (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994)
7,673,13,-2.234834909439087,Cape Fear (1962),01-Jan-1962,http://us.imdb.com/M/title-exact?Cape%20Fear%20(1962)
7,203,14,-2.2413229942321777,Unforgiven (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Unforgiven%20(1992)
7,175,15,-2.3559861183166504,Brazil (1985),01-Jan-1985,http://us.imdb.com/M/title-exact?Brazil%20(1985)
7,143,16,-2.3667891025543213,"Sound of Music, The (1965)",01-Jan-1965,"http://us.imdb.com/M/title-exact?Sound%20of%20Music,%20The%20(1965)"
7,162,17,-2.4425361156463623,On Golden Pond (1981),01-Jan-1981,http://us.imdb.com/M/title-exact?On%20Golden%20Pond%20(1981)
7,88,18,-2.4459712505340576,Sleepless in Seattle (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993)
7,684,19,-2.4631001949310303,In the Line of Fire (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?In%20the%20Line%20of%20Fire%20(1993)
7,218,20,-2.468200206756592,Cape Fear (1991),01-Jan-1991,http://us.imdb.com/M/title-exact?Cape%20Fear%20(1991)
8,96,1,1.392949104309082,Terminator 2: Judgment Day (1991),01-Jan-1991,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991)
8,265,2,0.9453582763671875,"Hunt for Red October, The (1990)",01-Jan-1990,http://us.imdb.com/M/title-exact?Hunt+for+Red+October%2C+The+(1990)
8,187,3,0.8602725863456726,"Godfather: Part II, The (1974)",01-Jan-1974,"http://us.imdb.com/M/title-exact?Godfather:%20Part%20II,%20The%20(1974)"
8,210,4,0.8492840528488159,Indiana Jones and the Last Crusade (1989),01-Jan-1989,http://us.imdb.com/M/title-exact?Indiana%20Jones%20and%20the%20Last%20Crusade%20(1989)
8,172,5,0.8316542506217957,"Empire Strikes Back, The (1980)",01-Jan-1980,"http://us.imdb.com/M/title-exact?Empire%20Strikes%20Back,%20The%20(1980)"
8,98,6,0.7768633961677551,"Silence of the Lambs, The (1991)",01-Jan-1991,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)"
8,230,7,0.6405894756317139,Star Trek IV: The Voyage Home (1986),01-Jan-1986,http://us.imdb.com/M/title-exact?Star%20Trek%20IV:%20The%20Voyage%20Home%20(1986)
8,566,8,0.6146332621574402,Clear and Present Danger (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Clear%20and%20Present%20Danger%20(1994)
8,173,9,0.5828710794448853,"Princess Bride, The (1987)",01-Jan-1987,"http://us.imdb.com/M/title-exact?Princess%20Bride,%20The%20(1987)"
8,196,10,0.5168061852455139,Dead Poets Society (1989),01-Jan-1989,http://us.imdb.com/M/title-exact?Dead%20Poets%20Society%20(1989)
8,385,11,0.4669100046157837,True Lies (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?True%20Lies%20(1994)
8,69,12,0.44494062662124634,Forrest Gump (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994)
8,431,13,0.42758211493492126,Highlander (1986),01-Jan-1986,http://us.imdb.com/M/title-exact?Highlander%20(1986)
8,234,14,0.38956961035728455,Jaws (1975),01-Jan-1975,http://us.imdb.com/M/title-exact?Jaws%20(1975)
8,64,15,0.3531215786933899,"Shawshank Redemption, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)"
8,226,16,0.33934056758880615,Die Hard 2 (1990),01-Jan-1990,http://us.imdb.com/M/title-exact?Die%20Hard%202%20(1990)
8,168,17,0.3168787360191345,Monty Python and the Holy Grail (1974),01-Jan-1974,http://us.imdb.com/M/title-exact?Monty%20Python%20and%20the%20Holy%20Grail%20(1974)
8,117,18,0.3097699284553528,"Rock, The (1996)",07-Jun-1996,"http://us.imdb.com/M/title-exact?Rock,%20The%20(1996)"
8,550,19,0.30821526050567627,Die Hard: With a Vengeance (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Die%20Hard:%20With%20a%20Vengeance%20(1995)
8,12,20,0.293055921792984,"Usual Suspects, The (1995)",14-Aug-1995,"http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)"
9,174,1,1.0834418535232544,Raiders of the Lost Ark (1981),01-Jan-1981,http://us.imdb.com/M/title-exact?Raiders%20of%20the%20Lost%20Ark%20(1981)
9,100,2,1.035321593284607,Fargo (1996),14-Feb-1997,http://us.imdb.com/M/title-exact?Fargo%20(1996)
9,127,3,1.0344526767730713,"Godfather, The (1972)",01-Jan-1972,"http://us.imdb.com/M/title-exact?Godfather,%20The%20(1972)"
9,98,4,0.9276359677314758,"Silence of the Lambs, The (1991)",01-Jan-1991,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)"
9,181,5,0.8715299367904663,Return of the Jedi (1983),14-Mar-1997,http://us.imdb.com/M/title-exact?Return%20of%20the%20Jedi%20(1983)
9,318,6,0.7760055065155029,Schindler's List (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Schindler's%20List%20(1993)
9,56,7,0.7452614903450012,Pulp Fiction (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994)
9,1,8,0.6985728144645691,Toy Story (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Toy%20Story%20(1995)
9,427,9,0.6957365274429321,To Kill a Mockingbird (1962),01-Jan-1962,http://us.imdb.com/M/title-exact?To%20Kill%20a%20Mockingbird%20(1962)
9,483,10,0.6771460175514221,Casablanca (1942),01-Jan-1942,http://us.imdb.com/M/title-exact?Casablanca%20(1942)
9,132,11,0.6457414627075195,"Wizard of Oz, The (1939)",01-Jan-1939,"http://us.imdb.com/M/title-exact?Wizard%20of%20Oz,%20The%20(1939)"
9,357,12,0.6367401480674744,One Flew Over the Cuckoo's Nest (1975),01-Jan-1975,http://us.imdb.com/M/title-exact?One%20Flew%20Over%20the%20Cuckoo's%20Nest%20(1975)
9,258,13,0.5503897070884705,Contact (1997),11-Jul-1997,http://us.imdb.com/Title?Contact+(1997/I)
9,423,14,0.5099442601203918,E.T. the Extra-Terrestrial (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?E%2ET%2E%20the%20Extra-Terrestrial%20%281982%29
9,134,15,0.5025531649589539,Citizen Kane (1941),01-Jan-1941,http://us.imdb.com/M/title-exact?Citizen%20Kane%20(1941)
9,313,16,0.48757416009902954,Titanic (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-120338
9,64,17,0.4869482219219208,"Shawshank Redemption, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)"
9,269,18,0.47181278467178345,"Full Monty, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997)
9,197,19,0.4632004499435425,"Graduate, The (1967)",01-Jan-1967,"http://us.imdb.com/M/title-exact?Graduate,%20The%20(1967)"
9,191,20,0.4341907501220703,Amadeus (1984),01-Jan-1984,http://us.imdb.com/M/title-exact?Amadeus%20(1984)
10,98,1,0.05576718971133232,"Silence of the Lambs, The (1991)",01-Jan-1991,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)"
10,124,2,-0.343739777803421,Lone Star (1996),21-Jun-1996,http://us.imdb.com/M/title-exact?Lone%20Star%20(1996)
10,514,3,-0.5192506909370422,Annie Hall (1977),01-Jan-1977,http://us.imdb.com/M/title-exact?Annie%20Hall%20(1977)
10,603,4,-0.5748836398124695,Rear Window (1954),01-Jan-1954,http://us.imdb.com/M/title-exact?Rear%20Window%20(1954)
10,197,5,-0.7512935996055603,"Graduate, The (1967)",01-Jan-1967,"http://us.imdb.com/M/title-exact?Graduate,%20The%20(1967)"
10,523,6,-0.8038590550422668,Cool Hand Luke (1967),01-Jan-1967,http://us.imdb.com/M/title-exact?Cool%20Hand%20Luke%20(1967)
10,318,7,-0.8483995795249939,Schindler's List (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Schindler's%20List%20(1993)
10,12,8,-0.9821096062660217,"Usual Suspects, The (1995)",14-Aug-1995,"http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)"
10,528,9,-0.987136721611023,"Killing Fields, The (1984)",01-Jan-1984,"http://us.imdb.com/M/title-exact?Killing%20Fields,%20The%20(1984)"
10,187,10,-0.9992554783821106,"Godfather: Part II, The (1974)",01-Jan-1974,"http://us.imdb.com/M/title-exact?Godfather:%20Part%20II,%20The%20(1974)"
10,89,11,-1.021379828453064,Blade Runner (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982)
10,238,12,-1.0926003456115723,Raising Arizona (1987),01-Jan-1987,http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987)
10,79,13,-1.1731717586517334,"Fugitive, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)"
